Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_DONT_MAP_MASTER;DTX_SECTIONSFIXED;DTX_ALPHA_MASK;DTX_FULLBRITE;Unknown;Surface Flag;Texture Group;Software Alpha Cutoff;Software Average Alpha;Unknown1;Unknown2;Unknown3;Unknown4;Unknown5;Unknown6;Unknown7;Unknown8;Light String
Blood2\SKINS\EXPLOSIONS\RIFTBALL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;8;0;0;0;97;245;33;221;15;131;
Blood2\SKINS\EXPLOSIONS\ZEALOTBALL.DTX;0;DTX_VERSION_LT1;128;128;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;0;0;0;0;0;226;81;97;10;176;836;
Blood2\SKINS\GIBS\DEBRISGLASS1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\DEBRISWOOD1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\DEBRISWOOD2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\DEBRISWOOD3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\FLESH\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\FLESH\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\FLESH\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\FLESH\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\FLESH\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\FLESH\GIB6.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\FLESH\GIB7.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\FLESH\GIB8.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBBRAIN.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBCARTIRE.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBDEFGLOBE1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBDEFGLOBE2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBDEFGLOBE3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBDEFGLOBE4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBEYEBALL.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBGLASS1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBGLASS2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBGORE1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBGORE2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBGORE3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\GIBLARGE1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBLARGE2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBLARGE3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBMETAL1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBMETAL2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBMETAL3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBMONSTER.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBSMALL4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBSMALL5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GIBSMALL6.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GLASS\GIB1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GLASS\GIB2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\GLASS\GIB3.DTX;0;DTX_VERSION_LT1;32;32;4;'0000101000000000;;DTX_SECTIONSFIXED ;DTX_ALPHA_MASK ;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\METAL\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\METAL\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\METAL\GIB3.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\METAL\GIB4.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\METAL\GIB5.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\CALEB\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\CALEB\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\CALEB\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\MULTIPLAYER\CALEB\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\CALEB\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\GABRIELLA\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\GABRIELLA\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\GABRIELLA\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\MULTIPLAYER\GABRIELLA\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\GABRIELLA\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\GIBS\MULTIPLAYER\ISHMAEL\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\ISHMAEL\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\ISHMAEL\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\MULTIPLAYER\ISHMAEL\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\ISHMAEL\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\OPHELIA\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\OPHELIA\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\OPHELIA\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\MULTIPLAYER\OPHELIA\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\MULTIPLAYER\OPHELIA\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\PLASTIC\GIB1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\PLASTIC\GIB2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\PLASTIC\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\PLASTIC\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\PLASTIC\GIB5.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB1.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB2.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB5.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB6.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\STONE\GIB7.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\STONE\GIB8.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\STONE\GIB9.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\TERRAIN\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\TERRAIN\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\TERRAIN\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\TERRAIN\GIB4.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\TERRAIN\GIB5.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\GIBS\WOOD\GIB1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\WOOD\GIB2.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\WOOD\GIB3.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\GIBS\WOOD\GIB4.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\PATH1.DTX;0;DTX_VERSION_LT1;64;64;4;'0000000100000000;;;;DTX_FULLBRITE ;0;0;0;0;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\POWERUPS\ANGER_PU.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;129;253;62;249;126;349;
Blood2\SKINS\POWERUPS\BATTERYAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\BERETTA_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;40;42;49;145;88;262;
Blood2\SKINS\POWERUPS\BINOCULARS_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\BMGAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\BUGSPRAY_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;33;153;47;141;176;256;
Blood2\SKINS\POWERUPS\BULLETAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\CROWBAR_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\DEATHRAY_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;128;0;0;4;9;61;140;217;329;
Blood2\SKINS\POWERUPS\DIEBUGDIEAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\FIREAXE_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\FLAREAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\FLAREPISTOL_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;68;191;22;234;175;129;
Blood2\SKINS\POWERUPS\FLASHLIGHT_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\FUELAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\HEALTH_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\HOWITZER_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;78;76;35;80;85;200;
Blood2\SKINS\POWERUPS\HOWITZERAMMO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\INVULNERABILITY_PU.DTX;0;DTX_VERSION_LT1;32;32;4;'0000100100000000;;DTX_SECTIONSFIXED ;;DTX_FULLBRITE ;0;0;2;8;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\JACKHAMMER_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\KEY_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;108;148;36;184;75;112;
Blood2\SKINS\POWERUPS\KEYCARD_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\KNIFEC_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\KNIFEG_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\KNIFEI_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\KNIFEO_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\LIFELEECH_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;221;122;29;136;87;99;
Blood2\SKINS\POWERUPS\M16_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;179;144;50;72;189;273;
Blood2\SKINS\POWERUPS\MAC10_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;76;4;42;108;86;240;
Blood2\SKINS\POWERUPS\MEDKIT_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\MEGAHEALTH_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\MINIGUN_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;54;113;35;137;142;195;
Blood2\SKINS\POWERUPS\NAGASPIKE_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;160;221;30;69;7;137;
Blood2\SKINS\POWERUPS\NAPALMCANNON_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;193;139;35;3;37;165;
Blood2\SKINS\POWERUPS\NECROWARD_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\NIGHTGOGGLES_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;120;86;4660;137;103;9029;
Blood2\SKINS\POWERUPS\ORB_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\PARACHUTE_PU.DTX;0;DTX_VERSION_LT1;128;128;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;0;0;0;0;0;47;116;61;212;238;353;
Blood2\SKINS\POWERUPS\PIPE_PU.DTX;0;DTX_VERSION_LT1;64;64;4;'0000100000000000;;DTX_SECTIONSFIXED ;;;0;0;2;8;0;0;0;47;116;61;212;238;353;
